fire_id,ignition_lat,ignition_lon,ignition_time,zone,spread_radius_km,duration_hours,acres_burned,temperature,humidity,wind_speed,rainfall,drought_index,impact_score
CAF-2018-4480,34.0306,-120.6913,2018-10-03 06:00:00,Northern Sierra Nevada,0.85,16.0,268.2,30.1,23.4,9.4,0.16,10.0,0.0
CAF-2020-4481,32.8083,-118.8118,2020-01-07 14:00:00,Southern California,4.15,25.4,7320.5,8.6,60.8,14.1,0.31,4.69,0.0
CAF-2018-4482,40.1008,-121.0026,2018-02-06 09:00:00,Northern Sierra Nevada,4.57,66.3,11031.3,17.8,45.9,30.2,5.02,0.9,0.0
CAF-2022-4483,32.974,-117.84,2022-07-07 14:00:00,Inland Empire,2.1,43.2,1724.2,37.9,15.9,27.6,0.23,7.04,0.8
CAF-2020-4484,34.0575,-118.9223,2020-11-05 18:00:00,Southern California,1.09,2.7,632.7,18.2,51.1,17.7,1.24,3.92,0.0
CAF-2020-4485,32.815,-118.6022,2020-07-09 11:00:00,Southern California,1.37,8.3,473.7,41.7,5.0,56.1,0.16,5.48,3.05
CAF-2021-4486,32.8412,-116.4491,2021-05-25 11:00:00,San Diego County,1.97,35.1,2017.4,18.3,46.9,2.0,0.39,5.26,0.0
CAF-2020-4487,42.0,-120.7639,2020-11-24 10:00:00,Shasta Cascade,1.82,23.0,1537.9,18.0,53.8,11.4,2.9,4.51,0.0
CAF-2019-4488,37.5406,-120.6625,2019-09-09 19:00:00,Bay Area Hills,4.96,27.5,12433.5,39.8,13.3,35.7,0.2,9.88,2.2
CAF-2022-4489,37.7666,-121.8009,2022-09-23 09:00:00,Bay Area Hills,3.67,57.7,7408.2,36.7,22.0,19.1,0.04,4.62,0.0
CAF-2018-4490,37.3254,-118.5036,2018-05-05 10:00:00,Central Valley Foothills,2.25,7.6,3110.1,26.6,45.1,21.0,5.93,4.3,0.0
CAF-2023-4491,37.935,-119.3254,2023-10-26 18:00:00,Central Valley Foothills,1.22,13.2,855.7,36.1,7.8,40.4,0.18,5.23,2.18
CAF-2019-4492,37.8427,-120.4473,2019-07-05 08:00:00,Central Valley Foothills,1.02,7.1,481.8,39.5,5.0,14.0,0.56,8.05,2.89
CAF-2021-4493,35.1956,-118.9503,2021-07-13 17:00:00,Santa Barbara Ventura,1.51,6.3,939.0,36.0,29.5,32.9,0.13,6.83,0.0
CAF-2021-4494,34.9824,-116.0649,2021-12-01 09:00:00,Inland Empire,0.28,22.4,47.3,18.1,50.9,10.1,3.96,3.75,0.0
CAF-2019-4495,39.7665,-123.7229,2019-05-15 08:00:00,Northern Sierra Nevada,1.61,26.0,699.8,16.2,60.1,36.4,2.05,2.38,0.0
CAF-2020-4496,33.6103,-116.6386,2020-06-14 11:00:00,San Diego County,3.1,25.7,5437.9,40.8,7.2,49.7,0.18,9.04,3.34
CAF-2023-4497,34.4962,-120.1961,2023-12-20 15:00:00,Santa Barbara Ventura,4.45,66.0,11831.4,21.7,48.7,11.0,4.69,1.88,0.0
CAF-2022-4498,39.7573,-121.0492,2022-03-13 15:00:00,Shasta Cascade,1.98,17.3,1248.7,14.1,59.0,12.4,7.45,3.46,0.0
CAF-2021-4499,35.5682,-119.7871,2021-10-23 18:00:00,Central Valley Foothills,2.67,38.8,1759.0,36.0,5.0,42.5,0.09,9.15,3.66
CAF-2018-4500,35.5922,-121.0803,2018-06-25 08:00:00,Santa Barbara Ventura,1.97,34.7,2249.9,50.0,6.0,44.5,0.61,7.77,3.17
CAF-2019-4501,35.0835,-117.2514,2019-07-27 10:00:00,Southern California,6.51,65.6,21236.4,36.6,9.9,48.6,0.16,8.38,2.87
CAF-2019-4502,33.0723,-116.6732,2019-02-19 14:00:00,San Diego County,0.35,3.5,57.0,21.9,58.3,13.2,14.54,1.05,0.0
CAF-2019-4503,32.5,-118.3787,2019-06-08 16:00:00,Southern California,3.62,58.0,4733.5,40.7,18.0,41.8,0.16,7.17,0.72
CAF-2023-4504,34.9127,-119.8158,2023-09-15 11:00:00,Central Valley Foothills,1.49,31.8,786.6,28.7,26.8,30.1,0.01,5.3,0.0
CAF-2019-4505,40.2162,-121.469,2019-11-15 19:00:00,Shasta Cascade,3.16,35.2,3840.0,20.8,54.7,3.8,1.64,2.79,0.0
CAF-2019-4506,39.5651,-119.7229,2019-07-04 13:00:00,Northern Sierra Nevada,0.65,37.0,138.8,44.4,10.3,28.4,0.12,6.12,1.65
CAF-2019-4507,35.765,-118.4913,2019-12-04 13:00:00,Southern California,3.84,30.6,4718.6,25.6,43.5,27.1,0.39,2.21,0.0
CAF-2022-4508,37.9637,-120.9189,2022-08-07 08:00:00,Bay Area Hills,4.86,47.5,8713.2,30.0,20.5,42.7,0.58,6.54,0.19
CAF-2021-4509,32.9301,-117.9858,2021-12-24 08:00:00,Southern California,0.21,12.4,19.5,11.5,66.4,16.4,8.32,4.48,0.0
CAF-2021-4510,34.8387,-118.9658,2021-05-17 18:00:00,Central Valley Foothills,3.07,35.6,1568.0,14.6,36.8,16.1,5.48,2.7,0.0
CAF-2023-4511,40.2596,-121.9171,2023-10-10 14:00:00,Northern Sierra Nevada,1.33,7.0,409.2,32.4,11.2,41.6,0.35,8.36,2.16
CAF-2023-4512,34.6672,-119.7556,2023-09-06 06:00:00,Southern California,0.1,5.0,6.0,39.8,12.2,65.8,0.42,6.67,1.91
CAF-2023-4513,39.7752,-121.2238,2023-07-27 07:00:00,Shasta Cascade,0.28,25.7,41.4,43.3,5.0,26.1,0.2,8.83,3.19
CAF-2019-4514,40.0951,-122.6803,2019-05-09 08:00:00,Shasta Cascade,2.84,17.1,3713.3,19.1,58.3,24.5,1.97,4.33,0.0
CAF-2022-4515,32.8721,-116.4719,2022-05-06 12:00:00,San Diego County,3.31,1.0,2879.0,21.4,47.0,12.3,1.0,2.88,0.0
CAF-2022-4516,35.7116,-118.4623,2022-11-02 08:00:00,Southern California,0.78,9.6,331.2,17.7,41.8,12.2,0.32,1.72,0.0
CAF-2020-4517,36.1524,-121.1121,2020-10-07 06:00:00,Bay Area Hills,3.33,34.6,4169.0,36.0,14.8,21.8,0.3,8.36,1.27
CAF-2022-4518,32.5,-116.9051,2022-09-05 08:00:00,San Diego County,6.04,51.1,15321.3,45.2,13.6,51.9,0.1,9.11,2.3
CAF-2023-4519,36.0629,-118.8439,2023-05-16 14:00:00,Central Valley Foothills,0.69,1.0,173.4,20.5,48.4,2.6,2.19,5.21,0.0
CAF-2023-4520,36.9918,-119.756,2023-12-12 19:00:00,Central Valley Foothills,1.05,13.5,619.5,21.3,36.0,23.9,6.88,0.83,0.0
CAF-2022-4521,36.1205,-119.6202,2022-07-15 17:00:00,Central Valley Foothills,3.79,32.3,3015.2,40.1,5.0,33.0,0.09,6.68,3.1
CAF-2022-4522,37.9332,-122.3429,2022-08-11 12:00:00,Northern Sierra Nevada,3.51,36.1,3834.8,36.1,29.2,22.5,0.57,8.92,0.0
CAF-2018-4523,37.3294,-120.6581,2018-08-03 09:00:00,Central Valley Foothills,1.86,7.8,579.1,38.5,13.1,22.7,0.03,7.34,1.31
CAF-2020-4524,42.0,-122.619,2020-09-13 15:00:00,Northern Sierra Nevada,3.7,43.5,5813.1,33.4,9.7,39.5,0.11,9.99,2.91
CAF-2023-4525,39.7994,-121.9801,2023-06-17 12:00:00,Shasta Cascade,0.94,13.5,156.5,28.0,10.1,38.9,0.19,6.84,2.01
CAF-2023-4526,35.3375,-118.9315,2023-06-27 14:00:00,Santa Barbara Ventura,3.59,41.0,7787.5,32.3,22.9,45.4,0.1,8.02,0.0
CAF-2021-4527,39.1092,-120.5509,2021-11-18 07:00:00,Northern Sierra Nevada,0.24,21.7,23.8,18.5,54.9,19.9,3.66,1.35,0.0
CAF-2022-4528,36.18,-118.053,2022-11-12 13:00:00,Southern California,3.2,39.6,6071.3,25.2,53.4,28.5,6.74,4.45,0.0
CAF-2021-4529,41.4125,-122.9396,2021-12-06 15:00:00,Northern Sierra Nevada,1.29,30.3,888.5,32.1,68.2,28.4,6.07,4.29,0.0
CAF-2021-4530,33.5842,-118.2279,2021-10-16 06:00:00,Southern California,2.74,27.1,4519.0,37.3,6.0,24.1,0.03,5.53,2.46
CAF-2018-4531,34.7473,-119.5273,2018-08-03 17:00:00,Santa Barbara Ventura,0.19,4.0,12.5,37.6,29.1,40.5,0.01,6.63,0.0
CAF-2020-4532,34.6602,-117.7544,2020-10-10 07:00:00,Inland Empire,0.39,21.0,23.4,38.2,7.9,17.2,0.01,8.64,2.44
CAF-2023-4533,40.8879,-120.8331,2023-09-02 17:00:00,Northern Sierra Nevada,2.18,6.3,2253.6,30.3,9.6,52.2,0.22,7.23,2.48
CAF-2023-4534,33.0757,-118.0268,2023-08-25 19:00:00,San Diego County,3.89,33.5,7582.2,37.0,13.3,37.1,0.26,7.51,1.68
CAF-2023-4535,42.0,-121.9345,2023-10-10 16:00:00,Shasta Cascade,2.83,30.0,1866.9,39.7,5.2,36.0,0.13,8.39,3.38
CAF-2018-4536,33.6987,-117.3034,2018-10-01 18:00:00,Southern California,0.22,5.2,8.0,50.0,19.8,31.9,0.06,8.12,0.17
CAF-2021-4537,40.4773,-121.422,2021-11-14 08:00:00,Northern Sierra Nevada,0.24,22.2,13.8,21.1,40.7,6.6,36.44,5.38,0.0
CAF-2022-4538,32.8305,-117.7429,2022-12-04 12:00:00,San Diego County,0.85,22.2,397.4,19.3,52.1,5.9,0.43,2.55,0.0
CAF-2020-4539,38.6571,-121.3926,2020-07-18 10:00:00,Northern Sierra Nevada,0.11,4.4,2.2,31.9,5.0,36.9,0.22,7.96,3.17
CAF-2023-4540,33.234,-117.2345,2023-02-17 15:00:00,San Diego County,2.88,22.9,3341.4,13.7,60.3,32.4,8.88,1.88,0.0
CAF-2021-4541,34.2933,-119.0472,2021-09-14 17:00:00,Santa Barbara Ventura,1.42,7.1,1101.8,42.1,14.2,51.4,0.5,5.52,1.16
CAF-2021-4542,37.6002,-119.5391,2021-10-03 15:00:00,Central Valley Foothills,2.04,6.9,660.2,31.5,7.9,43.9,0.14,5.41,2.3
CAF-2021-4543,33.0209,-116.2381,2021-09-21 06:00:00,Inland Empire,2.07,18.8,1885.0,39.5,5.0,21.2,0.33,10.0,3.46
CAF-2019-4544,35.637,-119.5356,2019-06-02 14:00:00,Central Valley Foothills,2.11,3.8,2177.3,26.2,17.3,15.7,0.88,8.93,0.71
CAF-2023-4545,34.1681,-116.201,2023-04-23 07:00:00,Inland Empire,0.61,16.9,141.2,23.6,39.6,6.4,10.97,1.86,0.0
CAF-2023-4546,39.39,-119.9189,2023-09-22 16:00:00,Shasta Cascade,4.31,23.2,9046.8,33.3,13.4,38.8,0.43,8.06,1.81
CAF-2019-4547,40.7675,-124.5,2019-04-19 18:00:00,Northern Sierra Nevada,3.58,4.7,4750.1,20.7,59.1,18.9,3.25,3.48,0.0
CAF-2023-4548,34.6903,-118.1158,2023-06-06 06:00:00,Inland Empire,0.1,21.4,2.5,37.1,15.6,40.0,0.32,5.66,0.63
CAF-2021-4549,37.8764,-118.6567,2021-05-06 15:00:00,Central Valley Foothills,0.75,42.1,109.6,11.8,55.2,15.6,0.93,2.1,0.0
CAF-2023-4550,35.138,-120.1702,2023-08-04 06:00:00,Santa Barbara Ventura,2.5,20.1,3623.8,40.1,5.0,25.2,0.53,9.02,3.36
CAF-2020-4551,36.5217,-119.285,2020-02-10 08:00:00,Central Valley Foothills,2.0,5.7,1958.1,19.7,41.6,22.1,12.02,2.77,0.0
CAF-2023-4552,32.5,-116.4097,2023-09-01 17:00:00,Inland Empire,2.78,13.7,1900.6,31.5,8.6,41.1,0.12,8.45,2.8
CAF-2019-4553,33.1749,-116.3528,2019-09-22 15:00:00,San Diego County,0.78,21.0,122.9,43.6,5.0,36.8,0.02,7.1,3.04
CAF-2019-4554,35.6328,-117.4829,2019-05-15 13:00:00,Southern California,0.64,18.0,228.6,28.1,43.7,7.4,0.3,3.34,0.0
CAF-2020-4555,39.1405,-120.0328,2020-12-23 19:00:00,Northern Sierra Nevada,1.01,8.4,252.3,23.8,59.0,25.4,1.18,4.55,0.0
CAF-2023-4556,33.3252,-115.5026,2023-08-23 11:00:00,San Diego County,2.05,21.7,1339.0,33.3,15.6,35.0,0.06,7.58,1.06
CAF-2022-4557,33.2601,-117.5029,2022-06-09 12:00:00,San Diego County,1.44,30.9,459.2,37.9,19.3,23.2,0.09,6.45,0.0
CAF-2022-4558,34.7916,-116.9428,2022-02-04 10:00:00,Inland Empire,2.67,18.0,3105.1,12.9,35.0,45.8,22.03,0.17,0.0
CAF-2021-4559,37.6032,-120.1512,2021-09-08 08:00:00,Central Valley Foothills,1.98,11.6,1306.4,37.4,7.0,32.6,0.3,7.04,2.63
CAF-2019-4560,37.4839,-118.644,2019-02-04 13:00:00,Central Valley Foothills,0.72,16.3,136.1,24.9,47.6,5.9,0.33,2.93,0.0
CAF-2021-4561,34.345,-114.8825,2021-10-14 11:00:00,Inland Empire,2.74,13.9,3477.2,44.1,5.0,22.6,0.13,5.53,2.64
CAF-2023-4562,39.7965,-121.3374,2023-06-25 11:00:00,Northern Sierra Nevada,2.79,37.7,3430.8,38.9,23.4,25.9,0.18,7.35,0.0
CAF-2022-4563,38.7982,-120.788,2022-05-13 13:00:00,Northern Sierra Nevada,0.8,6.5,383.5,22.4,67.1,22.3,0.7,3.27,0.0
CAF-2019-4564,33.4284,-117.0769,2019-10-02 14:00:00,Southern California,2.16,26.2,2161.1,43.1,5.0,26.4,0.19,7.73,3.1
CAF-2023-4565,34.398,-118.8898,2023-06-15 10:00:00,Santa Barbara Ventura,2.84,37.3,1934.8,36.0,10.5,48.1,0.32,6.09,2.04
CAF-2023-4566,32.8392,-116.2338,2023-06-23 11:00:00,San Diego County,4.94,43.7,11688.7,39.6,22.7,49.7,0.19,7.59,0.07
CAF-2021-4567,32.5,-116.2032,2021-10-12 13:00:00,San Diego County,5.75,52.0,5591.6,42.8,15.6,49.8,0.0,9.38,1.9
CAF-2021-4568,37.2287,-120.2421,2021-08-27 14:00:00,Central Valley Foothills,0.78,13.4,145.0,38.0,20.9,20.5,0.18,5.48,0.0
CAF-2023-4569,38.012,-123.0485,2023-05-04 15:00:00,Bay Area Hills,1.23,23.2,289.0,18.9,52.7,19.4,1.54,0.29,0.0
CAF-2021-4570,39.9015,-119.7328,2021-08-16 07:00:00,Central Valley Foothills,0.97,23.6,254.2,38.4,5.0,36.0,0.12,4.74,2.57
CAF-2019-4571,41.3396,-124.5,2019-10-09 14:00:00,Shasta Cascade,2.02,1.4,2262.8,40.1,19.9,38.8,0.0,8.57,0.46
CAF-2018-4572,33.066,-116.1892,2018-09-10 07:00:00,Inland Empire,3.07,43.6,2453.5,42.7,17.1,41.0,0.06,10.0,1.42
CAF-2023-4573,33.4426,-117.6495,2023-12-24 17:00:00,Southern California,3.14,2.5,3080.5,21.6,46.6,10.5,0.39,4.02,0.0
CAF-2020-4574,38.1373,-122.0641,2020-09-16 08:00:00,Bay Area Hills,0.43,24.4,108.0,43.9,29.9,38.4,1.17,7.37,0.0
CAF-2018-4575,42.0,-121.9088,2018-08-03 10:00:00,Northern Sierra Nevada,2.43,26.6,1658.0,31.5,8.4,49.8,1.04,7.62,2.77
CAF-2023-4576,40.6192,-122.0303,2023-09-24 06:00:00,Northern Sierra Nevada,3.77,7.5,3670.3,36.1,13.6,32.8,0.01,6.43,1.32
CAF-2018-4577,35.9299,-118.7639,2018-04-20 14:00:00,Central Valley Foothills,0.14,9.2,11.4,25.7,40.4,19.6,2.46,2.88,0.0
CAF-2022-4578,39.3882,-120.3097,2022-10-19 09:00:00,Northern Sierra Nevada,1.34,17.0,932.5,35.1,24.4,45.5,0.17,8.71,0.0
CAF-2019-4579,39.9444,-119.3174,2019-06-23 13:00:00,Northern Sierra Nevada,4.46,28.3,4062.7,37.7,21.6,34.8,0.0,5.92,0.0
CAF-2022-4580,37.2718,-121.5904,2022-03-06 08:00:00,Northern Sierra Nevada,1.15,1.0,236.0,27.0,40.4,10.3,6.28,0.97,0.0
CAF-2020-4581,39.4316,-120.4955,2020-02-09 18:00:00,Shasta Cascade,1.54,25.2,1374.5,24.5,61.6,22.8,0.15,1.63,0.0
CAF-2020-4582,40.649,-122.4769,2020-08-01 17:00:00,Northern Sierra Nevada,1.21,1.0,433.5,25.6,26.5,23.1,0.58,6.86,0.0
CAF-2018-4583,34.087,-116.4503,2018-10-05 12:00:00,San Diego County,0.46,5.0,100.3,49.2,14.7,21.4,0.13,8.87,1.2
CAF-2020-4584,33.9366,-118.6868,2020-08-06 13:00:00,Santa Barbara Ventura,5.6,57.0,19138.3,37.0,13.9,20.1,0.07,8.8,1.66
CAF-2020-4585,34.7698,-118.7785,2020-06-20 12:00:00,Santa Barbara Ventura,4.27,25.6,9603.5,36.7,10.2,23.4,0.18,5.52,1.71
CAF-2023-4586,32.9766,-118.1612,2023-04-27 11:00:00,Southern California,3.71,52.9,6102.0,24.8,55.0,27.0,7.62,3.78,0.0
CAF-2018-4587,34.2095,-117.1047,2018-07-19 07:00:00,Inland Empire,3.93,26.2,7823.9,38.1,14.2,19.9,0.1,5.24,0.79
CAF-2018-4588,41.8843,-120.0616,2018-10-25 08:00:00,Northern Sierra Nevada,3.08,4.3,2433.2,42.5,7.6,55.9,0.21,4.48,2.45
CAF-2020-4589,34.9105,-116.9098,2020-07-05 19:00:00,Southern California,0.36,13.0,20.5,47.4,5.6,41.8,0.08,9.16,3.38
CAF-2022-4590,36.1034,-116.6444,2022-09-23 19:00:00,Southern California,2.8,24.6,4549.1,33.7,24.3,37.9,0.18,7.66,0.0
CAF-2022-4591,32.9371,-116.2277,2022-04-13 19:00:00,San Diego County,0.51,21.6,73.3,23.7,46.1,29.6,4.17,2.55,0.0
CAF-2020-4592,41.6475,-120.7706,2020-12-14 12:00:00,Shasta Cascade,5.13,34.5,9219.0,29.8,49.8,20.8,0.83,3.89,0.0
CAF-2022-4593,32.5,-115.1164,2022-12-01 09:00:00,Southern California,0.25,8.1,25.4,20.9,53.2,3.1,0.14,3.67,0.0
CAF-2019-4594,35.3743,-119.9792,2019-03-26 19:00:00,Santa Barbara Ventura,0.96,25.3,464.3,14.8,41.0,6.7,1.43,3.1,0.0
CAF-2020-4595,34.569,-118.1916,2020-08-07 07:00:00,Santa Barbara Ventura,3.93,30.8,8006.9,39.8,5.0,38.9,0.78,4.81,2.82
CAF-2023-4596,37.9461,-120.9778,2023-05-12 16:00:00,Shasta Cascade,2.89,66.0,3330.9,21.9,44.0,32.5,3.08,1.36,0.0
CAF-2022-4597,35.4197,-119.1229,2022-04-07 13:00:00,Central Valley Foothills,1.58,7.5,410.3,17.0,45.3,14.8,2.26,7.54,0.0
CAF-2023-4598,34.2185,-119.4282,2023-09-16 10:00:00,Santa Barbara Ventura,2.1,38.7,1371.2,38.0,9.3,38.5,0.17,6.18,2.11
CAF-2018-4599,42.0,-123.1312,2018-05-15 15:00:00,Shasta Cascade,0.1,33.3,2.1,23.0,50.3,0.5,5.47,3.55,0.0
CAF-2023-4600,35.4535,-119.2689,2023-08-16 15:00:00,Central Valley Foothills,0.38,10.4,36.2,39.4,7.5,25.7,0.26,7.03,2.33
CAF-2022-4601,39.3189,-123.5973,2022-07-27 12:00:00,Shasta Cascade,4.24,44.9,9198.7,41.1,9.7,24.9,0.02,6.05,1.94
CAF-2019-4602,36.962,-120.0709,2019-06-21 07:00:00,Central Valley Foothills,2.53,2.9,3679.7,44.6,5.0,36.5,0.23,7.46,3.22
CAF-2020-4603,34.8644,-115.8776,2020-09-02 08:00:00,Inland Empire,6.34,22.5,20915.5,41.0,22.7,44.4,0.16,8.43,0.25
CAF-2018-4604,33.2804,-116.8098,2018-06-02 08:00:00,San Diego County,1.24,26.1,358.7,38.4,15.2,27.2,0.22,6.96,0.86
CAF-2021-4605,34.1142,-117.0447,2021-10-06 07:00:00,Inland Empire,0.81,9.4,371.1,34.4,7.8,37.6,0.24,8.21,2.72
CAF-2018-4606,33.7267,-115.9682,2018-10-02 11:00:00,Inland Empire,5.77,24.7,10512.6,41.9,9.6,33.7,0.38,5.78,2.14
CAF-2023-4607,40.0155,-122.0605,2023-08-09 12:00:00,Northern Sierra Nevada,1.31,24.3,768.5,36.5,12.2,20.8,0.06,6.31,1.22
CAF-2022-4608,36.4538,-120.2853,2022-09-17 14:00:00,Central Valley Foothills,1.26,17.5,746.3,33.3,20.6,27.3,0.29,9.13,0.2
CAF-2021-4609,37.7429,-121.7065,2021-06-17 14:00:00,Northern Sierra Nevada,2.84,40.9,2230.2,35.5,12.2,40.9,0.27,8.27,2.03
CAF-2020-4610,35.1255,-116.4806,2020-12-14 18:00:00,Southern California,0.78,19.9,128.4,26.0,57.9,12.1,5.69,1.66,0.0
CAF-2019-4611,39.25,-119.04,2019-04-15 09:00:00,Northern Sierra Nevada,0.1,28.7,5.0,19.5,41.4,15.3,2.1,1.22,0.0
CAF-2020-4612,38.8476,-120.892,2020-12-23 15:00:00,Northern Sierra Nevada,2.93,7.3,5075.3,29.8,49.7,15.9,1.03,0.19,0.0
CAF-2019-4613,39.4966,-121.941,2019-01-24 10:00:00,Northern Sierra Nevada,2.2,32.4,1848.4,26.3,44.9,0.4,6.65,2.56,0.0
CAF-2019-4614,34.2756,-118.7435,2019-09-14 10:00:00,Santa Barbara Ventura,4.45,22.6,3629.4,36.7,23.3,47.3,0.09,9.72,0.3
CAF-2023-4615,39.1857,-123.3909,2023-08-20 15:00:00,Northern Sierra Nevada,1.27,14.3,451.0,37.9,18.5,40.2,0.5,6.48,0.3
CAF-2019-4616,32.5,-115.9613,2019-10-11 07:00:00,San Diego County,5.47,35.8,9522.9,37.5,5.3,53.1,0.82,8.13,3.76
CAF-2023-4617,40.4527,-122.3134,2023-07-20 16:00:00,Shasta Cascade,2.63,38.3,2394.6,37.0,5.0,31.7,0.11,6.37,2.94
CAF-2018-4618,38.4474,-120.7683,2018-06-01 16:00:00,Northern Sierra Nevada,2.47,25.0,2374.7,33.8,6.2,31.3,0.39,8.08,3.02
CAF-2019-4619,39.6768,-120.6296,2019-10-15 06:00:00,Northern Sierra Nevada,2.64,39.5,1660.0,32.5,5.0,7.2,0.28,7.12,2.71
CAF-2019-4620,34.7576,-119.2021,2019-10-10 10:00:00,Santa Barbara Ventura,0.97,13.7,242.3,27.4,15.2,54.2,0.44,8.71,1.6
CAF-2019-4621,37.6994,-117.799,2019-03-14 17:00:00,Central Valley Foothills,0.47,9.7,128.1,19.6,49.1,18.1,5.38,2.05,0.0
CAF-2022-4622,35.7374,-119.8273,2022-10-24 19:00:00,Central Valley Foothills,7.89,58.6,12480.0,42.1,15.5,58.9,0.08,9.62,2.26
CAF-2018-4623,34.2436,-119.2106,2018-09-11 18:00:00,Santa Barbara Ventura,2.93,36.9,5330.4,40.1,8.8,47.5,0.08,6.89,2.54
CAF-2021-4624,34.1544,-117.9989,2021-01-07 17:00:00,Inland Empire,0.33,24.5,46.5,16.9,57.7,6.7,4.63,3.42,0.0
CAF-2021-4625,33.7839,-118.8147,2021-06-05 12:00:00,Southern California,0.81,27.0,196.6,36.8,12.9,41.8,0.37,5.13,1.14
CAF-2019-4626,32.9146,-117.2351,2019-07-24 07:00:00,San Diego County,2.6,9.1,1715.2,36.1,12.9,36.3,0.02,8.21,1.78
CAF-2019-4627,32.5,-118.8623,2019-10-06 07:00:00,Southern California,4.72,46.8,5608.7,33.9,14.8,23.9,0.53,9.36,1.6
CAF-2023-4628,38.2354,-121.3278,2023-10-10 15:00:00,Bay Area Hills,1.97,4.6,2114.3,45.8,11.1,39.6,0.39,6.97,1.93
CAF-2020-4629,34.5198,-116.9513,2020-05-10 16:00:00,Inland Empire,0.12,3.6,7.0,16.8,40.1,3.4,0.03,2.42,0.0
CAF-2018-4630,33.8179,-116.1204,2018-07-13 12:00:00,San Diego County,2.28,20.2,2563.0,39.5,13.8,31.2,0.08,9.53,1.78
CAF-2019-4631,40.2464,-123.2032,2019-08-14 13:00:00,Shasta Cascade,2.34,23.8,1520.0,41.7,7.3,16.0,0.19,10.0,2.94
CAF-2018-4632,39.2301,-122.4001,2018-08-19 15:00:00,Northern Sierra Nevada,3.34,55.9,3650.6,40.3,18.2,40.7,0.47,5.11,0.23
CAF-2023-4633,36.4825,-119.5192,2023-09-10 07:00:00,Central Valley Foothills,3.48,47.1,4161.9,42.3,6.4,49.0,0.26,8.34,3.38
CAF-2021-4634,38.81,-120.0645,2021-08-18 07:00:00,Shasta Cascade,2.11,44.1,2423.8,31.7,5.6,35.6,0.25,4.76,2.51
CAF-2022-4635,38.0894,-119.2405,2022-09-20 17:00:00,Northern Sierra Nevada,0.84,19.0,358.9,40.2,27.6,14.8,0.22,7.7,0.0
CAF-2018-4636,35.5049,-120.461,2018-04-05 09:00:00,Central Valley Foothills,3.33,13.0,2026.6,11.6,65.5,6.1,0.78,2.77,0.0
CAF-2018-4637,33.4251,-116.0486,2018-07-25 12:00:00,Inland Empire,1.76,1.7,1444.7,32.2,17.5,36.5,0.85,8.23,0.83
CAF-2020-4638,35.6427,-118.0445,2020-05-16 09:00:00,Southern California,2.8,35.2,4857.2,25.0,44.8,23.5,19.0,4.0,0.0
CAF-2023-4639,38.2023,-120.4024,2023-06-19 16:00:00,Northern Sierra Nevada,4.39,21.3,3733.8,38.4,12.5,32.5,0.35,8.68,2.03
CAF-2020-4640,35.4139,-119.1106,2020-11-08 15:00:00,Santa Barbara Ventura,0.82,9.9,363.7,27.0,44.1,13.3,2.91,1.5,0.0
CAF-2023-4641,36.2245,-118.92,2023-09-09 09:00:00,Central Valley Foothills,3.13,38.7,4567.9,41.0,13.0,35.0,0.13,5.67,1.28
CAF-2023-4642,38.0138,-120.9626,2023-06-06 18:00:00,Northern Sierra Nevada,2.67,31.7,4342.0,42.7,13.5,31.5,0.15,5.88,1.13
CAF-2023-4643,33.7602,-115.6849,2023-06-19 13:00:00,San Diego County,5.5,57.0,12763.5,39.6,24.0,44.1,0.79,5.77,0.0
CAF-2018-4644,42.0,-124.5,2018-11-08 11:00:00,Shasta Cascade,0.52,1.0,138.0,28.4,44.9,38.0,2.89,0.27,0.0
CAF-2023-4645,39.3877,-122.1708,2023-09-18 10:00:00,Northern Sierra Nevada,0.72,11.5,126.5,37.4,19.0,25.8,0.05,7.56,0.17
CAF-2020-4646,34.4422,-119.2187,2020-07-26 11:00:00,Santa Barbara Ventura,0.21,14.3,18.7,46.4,19.4,29.2,0.07,9.43,0.46
CAF-2022-4647,37.5004,-118.5708,2022-05-19 17:00:00,Central Valley Foothills,1.32,15.1,650.7,19.6,48.6,31.8,0.67,1.43,0.0
CAF-2022-4648,37.1319,-119.2587,2022-08-15 08:00:00,Central Valley Foothills,3.22,23.8,3566.1,36.3,14.9,34.9,0.35,9.18,1.6
CAF-2019-4649,33.3943,-117.9603,2019-06-13 13:00:00,Southern California,1.62,17.7,1033.8,32.6,14.3,30.3,1.04,9.14,1.53
CAF-2021-4650,34.8851,-119.9376,2021-08-26 17:00:00,Santa Barbara Ventura,0.1,7.0,2.0,47.9,17.7,21.0,0.5,8.01,0.39
CAF-2019-4651,37.7432,-123.2984,2019-09-04 06:00:00,Northern Sierra Nevada,1.67,30.6,1562.8,41.7,17.8,35.1,0.13,7.57,0.61
CAF-2023-4652,34.6938,-119.1301,2023-10-06 08:00:00,Santa Barbara Ventura,2.81,29.8,4587.4,39.8,13.5,41.4,0.43,5.98,1.33
CAF-2021-4653,36.7304,-119.564,2021-04-20 11:00:00,Central Valley Foothills,0.28,9.6,34.0,19.9,52.5,29.9,2.34,3.21,0.0
CAF-2021-4654,35.6579,-120.3242,2021-10-17 10:00:00,Southern California,2.9,32.1,1806.3,45.4,10.8,35.4,0.28,6.78,1.93
